7608,dark iron dwarf,warlock
7611,dark iron dwarf,priest
7613,dark iron dwarf,hunter
7808,dark iron dwarf,shaman
8,dark wispers,warrior
13,dark wispers,rogue
-4,darkbomb,hunter
-4,darkbomb,priest
-3,darkbomb,shaman
-3,darkbomb,warrior
5167,darkscale healer,hunter
5358,darkscale healer,shaman
5727,darkscale healer,priest
-2,deadly poison,paladin
12,deadly shot,shaman
12,deadly shot,warlock
16,deadly shot,priest
6503,deadly shot,hunter
4,death's bite,warlock
8,death's bite,rogue
4393,deathlord,warrior
7481,defender of argus,warrior
7881,defender of argus,rogue
4,defias ringleader,priest
5,defias ringleader,hunter
10,defias ringleader,paladin
4204,demolisher,warrior
-5,demonfire,mage
0,demonheart,mage
-11,demonwrath,druid
7102,demonwrath,warlock
5400,dire wolf alpha,paladin
4,divine spirit,shaman
5,divine spirit,druid
7,divine spirit,hunter
12,divine spirit,paladin
4350,divine spirit,priest
12,doomguard,shaman
17,doomguard,priest
20,doomguard,hunter
13,doomhammer,druid
2381,doomsayer,paladin
2389,doomsayer,hunter
2391,doomsayer,priest
2392,doomsayer,shaman
9591,dr boom,rogue
2,dragon consort,mage
2,dragon consort,warrior
1003,dragon egg,mage
22,dragon's breath,rogue
5004,dragonkin sorcerer,rogue
5406,dragonkin sorcerer,paladin
4003,dragonling mechanic,paladin
-11,drain life,druid
-8,drain life,hunter
-6,drain life,mage
4795,drain life,warlock
991,dread corsair,druid
4199,dread corsair,warrior
-345,dread infernal,druid
-65,dread infernal,mage
-15,dread infernal,paladin
0,druid of the fang,warrior
0,druid of the flame,paladin
7800,druid of the flame,druid
3,dunemaul shaman,mage
0,duplicate,druid
0,duplicate,warlock
1,dust devil,warrior
11,eaglehorn bow,paladin
-3,earth elemental,hunter
-3,earth elemental,priest
9208,earth elemental,shaman
-15,earth shock,paladin
6273,earthen ring farseer,druid
0,echo of medivh,rogue
0,echo of medivh,warrior
4595,echoing ooze,warrior
4596,echoing ooze,rogue
4796,echoing ooze,priest
4797,echoing ooze,hunter
4990,echoing ooze,shaman
2,edwin vancleef,druid
4,edwin vancleef,paladin
4966,elven archer,warrior
6003,emperor cobra,shaman
6005,emperor cobra,priest
6206,emperor cobra,hunter
9017,emperor thaurissan,warrior
3200,enhance-o mechano,warlock
-19,equality,rogue
-17,equality,hunter
-15,equality,priest
-11,equality,shaman
-1,eviscerate,warlock
-1,execute,warlock
4553,explosive sheep,mage
-16,explosive shot,paladin
-8,explosive shot,priest
-5,explosive shot,shaman
8983,explosive shot,hunter
-11,explosive trap,rogue
3,eye for an eye,shaman
4,eye for an eye,warrior
5,eye for an eye,hunter
5,eye for an eye,priest
6,eye for an eye,rogue
5982,faceless manipulator,warlock
5402,faerie dragon,priest
5603,faerie dragon,hunter
5605,faerie dragon,paladin
-15,fan of knives,druid
-10,fan of knives,hunter
-9,fan of knives,priest
-6,fan of knives,shaman
0,far sight,mage
0,far sight,rogue
0,feign death,druid
0,feign death,paladin
-6,fel cannon,druid
4958,fel cannon,warlock
7966,fel reaver,rogue
-1,felguard,warrior
5996,fen creeper,hunter
6397,fen creeper,priest
6397,fen creeper,warrior
6398,fen creeper,shaman
-2,feral spirit,paladin
7603,feugen,druid
5,fiery war axe,shaman
5,fiery war axe,warlock
7,fiery war axe,priest
8,fiery war axe,hunter
0,fire elemental,paladin
0,fireguard destroyer,druid
6606,flame imp,warlock
7139,flamecannon,mage
-152,flamestrike,priest
-95,flamestrike,hunter
-21,flamestrike,shaman
-11,flamestrike,warrior
32,flametongue totem,warlock
44,flametongue totem,priest
51,flametongue totem,hunter
7231,flametongue totem,shaman
6,flamewaker,warrior
-1,flare,paladin
-1,flare,rogue
4801,flesheating ghoul,warrior
4816,flesheating ghoul,rogue
7,floating watcher,shaman
9,floating watcher,druid
10,floating watcher,priest
22,floating watcher,paladin
802,flying machine,warlock
803,flying machine,rogue
8332,foe reaper 4000,warlock
-73,force of nature,warlock
2,force of nature,rogue
6000,force-tank max,warrior
-1,forked lightning,mage
-1,forked lightning,warlock
-8,freezing trap,paladin
5956,frost elemental,warrior
-79,frost nova,druid
10,frost nova,warlock
-7,frost shock,druid
5,frost shock,warrior
5,frostbolt,warlock
2998,frostwolf grunt,hunter
3191,frostwolf grunt,druid
3195,frostwolf grunt,shaman
3196,frostwolf grunt,priest
3197,frostwolf grunt,warrior
4787,gadgetzan auctioneer,rogue
1,gahz'rilla,warrior
0,gang up,paladin
3404,gazlowe,warrior
-112,gladiator's longbow,priest
-53,gladiator's longbow,mage
-5,gladiator's longbow,shaman
9,gladiator's longbow,rogue
15,gladiator's longbow,paladin
8487,gladiator's longbow,hunter
3,glaivezooka,rogue
2992,gnomeregan infantry,hunter
2992,gnomeregan infantry,priest
2993,gnomeregan infantry,shaman
2994,gnomeregan infantry,mage
2994,gnomeregan infantry,warrior
4990,gnomish experimenter,warlock
5182,gnomish inventor,warlock
5561,gnomish inventor,mage
1,goblin blastmage,druid
1,goblin blastmage,hunter
1,goblin blastmage,priest
1,goblin blastmage,shaman
1,goblin blastmage,warlock
4402,goblin sapper,mage
4402,goblin sapper,warlock
795,goldshire footman,druid
800,goldshire footman,mage
-299,gorehowl,druid
-44,gorehowl,warlock
1013,grim patron,paladin
3993,grim patron,mage
401,grimscale oracle,warlock
-119,grommash hellscream,priest
-59,grommash hellscream,mage
-10,grommash hellscream,shaman
0,grommash hellscream,hunter
0,grommash hellscream,paladin
16,grove tender,paladin
6695,gruul,priest
6753,gruul,mage
6801,gruul,shaman
6812,gruul,warrior
4383,gurubashi berserker,shaman
4385,gurubashi berserker,priest
4389,gurubashi berserker,hunter
-3,hammer of wrath,druid
-3,hammer of wrath,warrior
22,hand of protection,rogue
7004,harvest golem,druid
6337,haunted creeper,warrior
8,headcrack,warlock
13,headcrack,hunter
393,headcrack,rogue
-52,healing touch,mage
-31,healing touch,rogue
-20,hellfire,rogue
5798,hemet nesingwary,mage
5798,hemet nesingwary,shaman
5798,hemet nesingwary,warlock
1,hex,warrior
2,hex,rogue
2201,hobgoblin,shaman
2203,hobgoblin,druid
2208,hobgoblin,paladin
2603,hobgoblin,priest
2803,hobgoblin,hunter
9138,hogger,warlock
-2,holy fire,rogue
-1,holy fire,warrior
-22,holy light,priest
-21,holy light,hunter
-13,holy light,shaman
-6,holy nova,paladin
-3,holy nova,hunter
-2,holy nova,shaman
8397,holy nova,priest
-11,holy smite,paladin
-4,holy smite,druid
0,holy wrath,warlock
1202,hungry crab,warrior
7003,hungry dragon,warrior
7204,hungry dragon,rogue
0,hunter's mark,mage
0,hunter's mark,warlock
-54,ice barrier,priest
-28,ice barrier,hunter
-18,ice barrier,shaman
3141,ice barrier,mage
-22,ice block,warlock
15,ice lance,rogue
6286,illidan stormrage,druid
6858,illidan stormrage,paladin
4404,illuminator,warlock
6609,imp master,druid
6609,imp master,mage
6808,imp master,warlock
0,imp-losion,druid
0,imp-losion,mage
5606,injured blademaster,rogue
2,inner fire,warrior
-15,inner rage,druid
0,innervate,mage
5334,innervate,druid
3,iron juggernaut,paladin
8,iron sensei,warrior
4187,iron sensei,rogue
-127,ironbark protector,priest
-73,ironbark protector,mage
-15,ironbark protector,shaman
-8,ironbark protector,hunter
2796,ironforge rifleman,warlock
5400,ironfur grizzly,warlock
5203,jungle panther,warlock
413,junkbot,shaman
413,junkbot,warlock
418,junkbot,priest
421,junkbot,hunter
-6,keeper of the grove,rogue
-4,keeper of the grove,warlock
8960,kel'thuzad,priest
9444,kel'thuzad,shaman
9492,kel'thuzad,hunter
4583,kezan mystic,warrior
-121,kidnapper,priest
-75,kidnapper,warlock
-11,kidnapper,shaman
-2,kidnapper,hunter
1,kill command,paladin
-50,king krush,mage
6413,king mukla,warrior
-2,king of beasts,warlock
7405,knife juggler,priest
7406,knife juggler,hunter
7411,knife juggler,paladin
7604,knife juggler,shaman
3000,kobold geomancer,priest
3002,kobold geomancer,hunter
3393,kobold geomancer,shaman
3397,kobold geomancer,rogue
6809,kor'kron elite,warrior
6,lava burst,warrior
-11,lava shock,paladin
-6,lava shock,hunter
-5,lava shock,priest
5796,lava shock,shaman
-33,lay on hands,rogue
2604,leper gnome,mage
2610,leper gnome,paladin
12,light of the naaru,rogue
-104,light's justice,druid
0,light's justice,warrior
-2,lightning bolt,mage
2,lightspawn,mage
2,lightspawn,warlock
603,lightwarden,mage
1005,lightwarden,rogue
6,lightwell,paladin
3972,lil' exorcist,druid
4780,lil' exorcist,warlock
5944,loot hoarder,druid
5944,loot hoarder,paladin
-136,lord jaraxxus,mage
-33,lord jaraxxus,rogue
4387,lord of the arena,hunter
4427,lord of the arena,druid
4663,lord of the arena,priest
4773,lord of the arena,shaman
1229,lorewalker cho,paladin
5002,lost tallstrider,shaman
5002,lost tallstrider,warrior
5003,lost tallstrider,priest
5403,lost tallstrider,hunter
6592,mad bomber,hunter
6593,mad bomber,priest
6595,mad bomber,shaman
6595,mad bomber,warlock
2600,mad scientist,shaman
2601,mad scientist,priest
4198,mad scientist,paladin
4394,mad scientist,hunter
4790,mad scientist,mage
6947,maexxna,mage
1002,magma rager,paladin
1002,magma rager,rogue
-5,mal'ganis,rogue
1,malorne,warrior
5745,malygos,mage
1202,mana addict,priest
1202,mana addict,shaman
1203,mana addict,hunter
1203,mana addict,rogue
2998,mana wraith,rogue
4,mana wyrm,rogue
1,mark of nature,warlock
1,mark of the wild,shaman
2,mark of the wild,hunter
2,mark of the wild,priest
-3,mass dispel,rogue
5568,master of disguise,rogue
1401,master swordsmith,warrior
1402,master swordsmith,priest
1403,master swordsmith,hunter
1601,master swordsmith,shaman
-118,mech-bear-cat,priest
-9,mech-bear-cat,shaman
1,mech-bear-cat,warrior
2,mech-bear-cat,rogue
7406,mechanical yeti,warrior
7809,mechanical yeti,rogue
5803,mechwarper,warlock
6203,mechwarper,mage
7359,mekgineer thermaplugg,warlock
5,metaltooth leaper,warrior
5608,micro machine,shaman
5608,micro machine,warlock
5611,micro machine,priest
5612,micro machine,hunter
3002,millhouse manastorm,warlock
4408,mimiron's head,paladin
8,mind blast,shaman
8,mind blast,warlock
-74,mind control,warlock
0,mind control,hunter
6798,mind control tech,mage
0,mind vision,paladin
0,mind vision,rogue
2,mindgames,warlock
4004,mini-mage,warrior
4204,mini-mage,mage
4204,mini-mage,shaman
4406,mini-mage,priest
4407,mini-mage,hunter
4953,mirror entity,mage
-9,misdirection,druid
-5,misdirection,priest
-3,misdirection,shaman
-3,misdirection,warlock
3379,misdirection,hunter
-3,mistress of pain,druid
2,mistress of pain,priest
2,mistress of pain,shaman
3,mistress of pain,hunter
5,mistress of pain,paladin
6863,mogor the ogre,druid
7003,mogor the ogre,paladin
5057,molten giant,druid
-3,moonfire,warlock
3945,moonfire,druid
3,mortal strike,druid
3277,mountain giant,priest
3336,mountain giant,mage
3386,mountain giant,shaman
3397,mountain giant,hunter
3399,mountain giant,warrior
2002,murloc raider,mage
2401,murloc raider,warlock
105,murloc tidecaller,paladin
4394,murloc tidehunter,warlock
4396,murloc tidehunter,mage
3000,murloc warleader,druid
3000,murloc warleader,priest
3000,murloc warleader,shaman
3000,murloc warleader,warrior
9227,muster for battle,paladin
23,naturalize,warlock
8138,nefarian,mage
-330,neptulon,druid
6,neptulon,warrior
3000,nerub'ar weblord,warlock
3396,nerub'ar weblord,druid
3596,nerubian egg,rogue
3795,nerubian egg,mage
3006,nightblade,mage
-11,noble sacrifice,druid
-5,noble sacrifice,hunter
-4,noble sacrifice,mage
-4,noble sacrifice,priest
-3,noble sacrifice,shaman
13,northshire cleric,shaman
21,northshire cleric,hunter
7154,northshire cleric,priest
0,nourish,hunter
0,nourish,priest
0,nourish,rogue
0,nourish,shaman
0,nourish,warrior
4193,novice engineer,warlock
4987,novice engineer,rogue
3797,nozdormu,paladin
4194,oasis snapjaw,shaman
4195,oasis snapjaw,priest
4986,oasis snapjaw,hunter
6602,ogre brute,warlock
6604,ogre brute,rogue
4803,ogre magi,mage
4803,ogre magi,warlock
5,ogre ninja,shaman
7,ogre ninja,priest
9,ogre ninja,hunter
2,ogre warmaul,warlock
4,ogre warmaul,rogue
1,one-eyed cheat,druid
9058,onyxia,druid
9276,onyxia,priest
9336,onyxia,mage
9384,onyxia,shaman
9394,onyxia,warrior
9395,onyxia,hunter
7,patient assassin,warlock
6212,patient assassin,rogue
1,perdition's blade,hunter
1,perdition's blade,priest
1,perdition's blade,shaman
2,perdition's blade,paladin
8404,piloted shredder,warrior
8604,piloted sky golem,rogue
4403,pint-sized summoner,rogue
4406,pint-sized summoner,paladin
10,pit lord,shaman
14,pit lord,priest
16,pit lord,hunter
6809,pit lord,warlock
-8,poison seeds,warrior
7401,polymorph,mage
23,power overwhelming,shaman
32,power overwhelming,priest
38,power overwhelming,hunter
2,power word: shield,shaman
3,power word: shield,hunter
8803,power word: shield,priest
-1,powermace,druid
-1,powermace,hunter
-1,powermace,mage
-1,powermace,priest
8600,powermace,shaman
0,preparation,hunter
0,preparation,mage
0,preparation,priest
0,preparation,shaman
0,preparation,warrior
2474,priestess of elune,priest
2593,priestess of elune,hunter
2982,priestess of elune,shaman
2986,priestess of elune,paladin
-69,prophet velen,warlock
5002,puddlestomper,priest
5002,puddlestomper,shaman
5003,puddlestomper,hunter
5005,puddlestomper,paladin
25,pyroblast,rogue
-64,quartermaster,warlock
5208,questing adventurer,paladin
-3,quick shot,druid
-3,quick shot,mage
-3,quick shot,shaman
-3,quick shot,warlock
9441,ragnaros the firelord,rogue
1621,raid leader,mage
15,rampage,mage
4649,ravenholdt assassin,druid
4990,ravenholdt assassin,paladin
4804,razorfen hunter,mage
4806,razorfen hunter,rogue
5210,razorfen hunter,paladin
4118,reckless rocketeer,warlock
4193,reckless rocketeer,rogue
5817,recombobulator,paladin
-73,recycle,warlock
-2,reincarnate,rogue
-1,reincarnate,warlock
1663,rend blackhand,druid
2001,rend blackhand,paladin
-2,repentance,hunter
-1,repentance,priest
-1,repentance,shaman
-1,repentance,warlock
2,resurrect,shaman
3,resurrect,mage
4,resurrect,hunter
5203,resurrect,priest
-36,revenge,paladin
-21,revenge,rogue
5006,river crocolisk,paladin
1,rockbiter weapon,hunter
1,rockbiter weapon,priest
1,rockbiter weapon,rogue
7156,rockbiter weapon,shaman
16,sabotage,warrior
179,sacrificial pact,warlock
3597,salty dog,warrior
-3,sap,hunter
-3,sap,priest
-2,sap,shaman
24,savage roar,shaman
33,savage roar,priest
-5,savagery,warlock
-333,savannah highmane,druid
10,savannah highmane,paladin
6802,scarlet crusader,druid
-1,scarlet purifier,rogue
5998,scarlet purifier,paladin
41,scavenging hyena,paladin
7,screwjank clunker,shaman
10,screwjank clunker,priest
11,screwjank clunker,hunter
8254,sea giant,druid
8589,sea giant,warrior
-10,seal of light,rogue
-6,seal of light,warlock
1,sense demons,mage
1,sense demons,warrior
7009,shade of naxxramas,warrior
7017,shade of naxxramas,rogue
-6,shadow madness,warlock
0,shadow word: death,druid
0,shadow word: death,hunter
0,shadow word: death,shaman
6845,shadow word: death,priest
-9,shadow word: pain,rogue
-8,shadow word: pain,hunter
-5,shadow word: pain,shaman
-5,shadow word: pain,warrior
7593,shadow word: pain,priest
4,shadowboxer,rogue
-228,shadowflame,hunter
-149,shadowflame,priest
-76,shadowflame,warrior
-23,shadowflame,shaman
1593,shadowstep,rogue
6723,shattered sun cleric,warrior
-39,shield block,druid
1798,shieldbearer,warlock
3,shielded minibot,warrior
-126,shieldmaiden,priest
-15,shieldmaiden,shaman
-14,shieldmaiden,paladin
-8,shieldmaiden,hunter
5002,ship's cannon,warrior
5004,ship's cannon,rogue
-4,shiv,warrior
5594,shiv,rogue
11,shrinkmeister,paladin
-2,si:7 agent,warlock
-1,silence,warlock
3,siltfin spiritwalker,warrior
5,siltfin spiritwalker,rogue
7400,silver hand knight,warlock
7405,silver hand knight,rogue
4195,silvermoon guardian,warrior
6,sinister strike,druid
6,sinister strike,mage
-349,siphon soul,druid
-4,siphon soul,paladin
-6,slam,druid
13,snake trap,paladin
8326,sneed's old shredder,warlock
-6,snipe,rogue
-4,snipe,mage
-3,snipe,warlock
6212,snowchugger,mage
14,solemn vigil,mage
15,solemn vigil,druid
6010,solemn vigil,paladin
3,soot spewer,warlock
5,sorcerer's apprentice,rogue
28,soul of the forest,warlock
3817,soul of the forest,druid
4202,southsea captain,priest
4202,southsea captain,shaman
4203,southsea captain,hunter
4205,southsea captain,paladin
6798,spectral knight,warlock
-4,spellbender,rogue
-2,spellbender,warlock
3589,spellbender,mage
6461,spellbreaker,paladin
7206,spider tank,paladin
5402,spiteful smith,mage
6802,spiteful smith,warrior
7403,spiteful smith,rogue
-60,sprint,mage
-1,sprint,warrior
3602,stalagg,druid
3602,stalagg,warrior
7828,stampeding kodo,druid
-5,starfall,warrior
-70,starfire,warlock
-54,starfire,mage
6,starving buzzard,warrior
7,starving buzzard,druid
2,steamwheedle sniper,mage
202,stoneskin gargoyle,druid
2995,stonetusk boar,warrior
3389,stonetusk boar,rogue
4,stormforged axe,mage
4,stormforged axe,priest
5,stormforged axe,hunter
9,stormforged axe,paladin
7689,stormforged axe,shaman
5163,stormpike commando,mage
5347,stormpike commando,paladin
6794,stormwind champion,warlock
5176,stormwind knight,priest
5177,stormwind knight,hunter
5177,stormwind knight,shaman
5180,stormwind knight,rogue
5362,stormwind knight,paladin
6804,stranglethorn tiger,druid
-316,summoning portal,druid
5181,sunfury protector,mage
8596,sunwalker,warrior
0,sword of justice,hunter
0,sword of justice,mage
0,sword of justice,priest
0,sword of justice,rogue
0,sword of justice,shaman
8401,sylvanas windrunner,rogue
8403,sylvanas windrunner,paladin
2001,target dummy,mage
2800,target dummy,warlock
2391,tauren warrior,druid
5,temple enforcer,warrior
8,temple enforcer,rogue
5266,the beast,druid
5284,the beast,priest
5392,the beast,shaman
5403,the beast,warrior
8591,the black knight,paladin
0,thoughtsteal,hunter
0,thoughtsteal,shaman
5600,thoughtsteal,priest
802,thrallmar farseer,priest
802,thrallmar farseer,shaman
1002,thrallmar farseer,hunter
4584,tinkertown technician,warlock
4971,tinkertown technician,druid
5200,tinkmaster overspark,paladin
-117,tirion fordring,priest
-68,tirion fordring,mage
-6,tirion fordring,shaman
-5,tirion fordring,warrior
7465,toshley,druid
7683,toshley,priest
7791,toshley,shaman
7802,toshley,hunter
7,totemic might,rogue
12,totemic might,paladin
0,tracking,priest
0,tracking,shaman
0,tracking,warrior
5531,tracking,hunter
-327,trade prince gallywix,druid
24,trade prince gallywix,paladin
-81,tree of life,druid
7663,troggzor the earthinator,druid
7926,troggzor the earthinator,warlock
5,truesilver champion,warrior
4,tundra rhino,warlock
6602,twilight drake,hunter
6603,twilight drake,paladin
0,twilight whelp,druid
0,twilight whelp,mage
-158,twisting nether,warrior
6,unbound elemental,warlock
11,unbound elemental,rogue
6976,unleash the hounds,hunter
3368,unstable ghoul,paladin
3972,unstable ghoul,rogue
0,unstable portal,druid
0,unstable portal,paladin
5143,upgrade!,warrior
6,upgraded repair bot,warlock
10,upgraded repair bot,rogue
972,vanish,rogue
-3,vaporize,druid
-3,vaporize,hunter
-3,vaporize,priest
-2,vaporize,shaman
5357,venture co mercenary,rogue
6578,violet teacher,hunter
6581,violet teacher,priest
6770,violet teacher,shaman
-48,vitality totem,mage
-14,vitality totem,warlock
2,void terror,warrior
3,voidcaller,rogue
6,voidcaller,paladin
-1,voidwalker,paladin
6298,volcanic drake,warlock
-56,volcanic lumberer,mage
26,volcanic lumberer,paladin
2603,voodoo doctor,mage
4392,wailing soul,rogue
4482,war golem,priest
4591,war golem,shaman
4601,war golem,hunter
4,warbot,rogue
9,warsong commander,shaman
10,warsong commander,mage
12,warsong commander,priest
14,warsong commander,hunter
16,warsong commander,rogue
7,water elemental,warrior
11,water elemental,rogue
8006,water elemental,mage
5,webspinner,mage
13,webspinner,paladin
9,wee spellstopper,paladin
3004,wee spellstopper,mage
2,whirling zap-o-matic,warlock
3,whirling zap-o-matic,rogue
-14,whirlwind,hunter
-12,whirlwind,priest
-9,whirlwind,shaman
0,wild growth,paladin
14,windfury,priest
17,windfury,hunter
31,windfury,paladin
2987,windfury,shaman
2924,windfury harpy,warlock
11,windspeaker,warlock
13,windspeaker,mage
603,wisp,shaman
604,wisp,priest
1204,wisp,hunter
1205,wisp,rogue
4977,wolfrider,warrior
4979,wolfrider,druid
4979,wolfrider,priest
4981,wolfrider,mage
4981,wolfrider,shaman
5176,wolfrider,hunter
-8,wrath,mage
-7,wrath,warlock
4403,young priestess,rogue
4774,youthful brewmaster,warrior
4776,youthful brewmaster,mage
8891,ysera,priest
8996,ysera,shaman
9013,ysera,hunter
9028,ysera,paladin
7398,zombie chow,rogue
3579,abomination,shaman
4169,abomination,priest
4358,abomination,rogue
5366,abusive sergeant,warlock
6332,acidic swamp ooze,mage
6332,acidic swamp ooze,paladin
6333,acidic swamp ooze,rogue
5162,acolyte of pain,rogue
5717,acolyte of pain,warrior
602,alarm-o-bot,warrior
6,aldor peacekeeper,rogue
9411,aldor peacekeeper,paladin
7162,alexstrasza,hunter
7584,alexstrasza,priest
5804,amani berserker,rogue
5806,amani berserker,paladin
0,ancestor's call,paladin
4,ancestral healing,priest
5,ancestral healing,hunter
6,ancestral healing,rogue
15,ancestral spirit,rogue
25,ancestral spirit,paladin
4579,ancient brewmaster,warlock
1605,ancient mage,shaman
1605,ancient mage,warlock
1607,ancient mage,priest
-10,ancient of war,rogue
204,ancient watcher,hunter
208,ancient watcher,paladin
401,angry chicken,rogue
-314,anima golem,druid
20,anima golem,warrior
8,animal companion,druid
8,animal companion,warlock
5562,annoy-o-tron,warlock
-3,anodized robo cub,paladin
6991,anodized robo cub,druid
4326,antique healbot,mage
4327,antique healbot,paladin
-3,anub'ar ambusher,warrior
2,arathi weaponsmith,druid
2,arathi weaponsmith,priest
2,arathi weaponsmith,shaman
3,arathi weaponsmith,hunter
7923,arathi weaponsmith,warrior
-19,arcane explosion,paladin
-11,arcane explosion,rogue
4389,arcane golem,paladin
0,arcane intellect,druid
5626,arcane intellect,mage
4598,arcane missiles,mage
5197,arcane nullifier x-21,hunter
5198,arcane nullifier x-21,priest
5595,arcane nullifier x-21,paladin
5598,arcane nullifier x-21,shaman
-11,arcane shot,paladin
34,arcanite reaper,rogue
5033,archmage,druid
8201,argent commander,mage
26,argent protector,rogue
4007,argent squire,paladin
4404,argent squire,rogue
5142,assassin's blade,rogue
2,assassinate,mage
2,assassinate,warrior
0,avenge,hunter
0,avenge,priest
0,avenge,shaman
0,avenge,warlock
-1,avenging wrath,hunter
-1,avenging wrath,warrior
8,axe flinger,druid
8000,azure drake,warlock
-19,backstab,paladin
-6,backstab,warlock
-2,bane of doom,rogue
-1,bane of doom,warrior
7392,baron geddon,paladin
